12700||25001|Barnstable County, MA|County or equivalent|215888|215888|215988|215769|100|-219|-241|-993|438|1750|679|2743|355|785|112|282|243|503|-14|-11
12940|||Baton Rouge, LA|Metropolitan Statistical Area|802484|802484|804568|808242|2084|3674|1341|5109|2765|11349|1424|6240|729|-1459|267|777|462|-2236|14|24
12940||22005|Ascension Parish, LA|County or equivalent|107215|107169|107862|109985|693|2123|249|958|405|1639|156|681|432|1155|17|61|415|1094|12|10
12940||22033|East Baton Rouge Parish, LA|County or equivalent|440171|440178|440879|441438|701|559|675|2811|1539|6318|864|3507|31|-2268|220|612|-189|-2880|-5|16
12940||22037|East Feliciana Parish, LA|County or equivalent|20267|20263|20198|20117|-65|-81|24|19|60|245|36|226|-90|-100|1|4|-91|-104|1|0
12940||22047|Iberville Parish, LA|County or equivalent|33387|33387|33362|33230|-25|-132|45|136|99|420|54|284|-69|-269|1|2|-70|-271|-1|1
12940||22063|Livingston Parish, LA|County or equivalent|128026|128069|128687|130251|618|1564|213|934|447|1839|234|905|396|631|19|66|377|565|9|-1
12940||22077|Pointe Coupee Parish, LA|County or equivalent|22802|22802|22787|22703|-15|-84|29|64|74|304|45|240|-42|-146|3|9|-45|-155|-2|-2
12940||22091|St. Helena Parish, LA|County or equivalent|11203|11203|11206|10949|3|-257|21|31|29|131|8|100|-16|-289|1|3|-17|-292|-2|1
12940||22121|West Baton Rouge Parish, LA|County or equivalent|23788|23788|23954|24109|166|155|62|153|84|339|22|186|101|3|5|19|96|-16|3|-1
12940||22125|West Feliciana Parish, LA|County or equivalent|15625|15625|15633|15460|8|-173|23|3|28|114|5|111|-14|-176|0|1|-14|-177|-1|0
12980|||Battle Creek, MI|Metropolitan Statistical Area|136146|136146|136084|135490|-62|-594|93|328|416|1649|323|1321|-154|-929|41|159|-195|-1088|-1|7
12980||26025|Calhoun County, MI|County or equivalent|136146|136146|136084|135490|-62|-594|93|328|416|1649|323|1321|-154|-929|41|159|-195|-1088|-1|7
13020|||Bay City, MI|Metropolitan Statistical Area|107771|107771|107715|107110|-56|-605|11|21|292|1142|281|1121|-62|-628|9|35|-71|-663|-5|2
13020||26017|Bay County, MI|County or equivalent|107771|107771|107715|107110|-56|-605|11|21|292|1142|281|1121|-62|-628|9|35|-71|-663|-5|2
13140|||Beaumont-Port Arthur, TX|Metropolitan Statistical Area|388745|388745|389148|390535|403|1387|355|1539|1293|5344|938|3805|53|-143|143|518|-90|-661|-5|-9
13140||48199|Hardin County, TX|County or equivalent|54635|54635|54793|55246|158|453|55|238|175|723|120|485|103|217|3|18|100|199|0|-2
13140||48245|Jefferson County, TX|County or equivalent|252273|252273|252377|252802|104|425|250|1084|855|3554|605|2470|-141|-652|132|468|-273|-1120|-5|-7
13140||48361|Orange County, TX|County or equivalent|81837|81837|81978|82487|141|509|50|217|263|1067|213|850|91|292|8|32|83|260|0|0
13380|||Bellingham, WA|Metropolitan Statistical Area|201140|201140|201614|203663|474|2049|250|904|585|2270|335|1366|231|1154|130|369|101|785|-7|-9
13380||53073|Whatcom County, WA|County or equivalent|201140|201140|201614|203663|474|2049|250|904|585|2270|335|1366|231|1154|130|369|101|785|-7|-9
13460|||Bend, OR|Metropolitan Statistical Area|157733|157733|157932|160338|199|2406|163|619|446|1773|283|1154|46|1785|37|153|9|1632|-10|2
13460||41017|Deschutes County, OR|County or equivalent|157733|157733|157932|160338|199|2406|163|619|446|1773|283|1154|46|1785|37|153|9|1632|-10|2
